"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"ARMNHMR",38,"edm","progressive electro house","2020-01-17",3.42068333333333,0.34,0.796,-4.443,0.0406,0.12,0.274,145.024
"Gaullin",51,"edm","electro house","2017-10-12",3.11178333333333,0.897,0.658,-7.013,0.172,0.00119,0.0882,128.008
"Guns N' Roses",0,"rock","hard rock","2004-03-15",4.53111666666667,0.438,0.98,-4.963,0.102,0.0258,0.279,123.407
"Wahlstedt",49,"edm","electro house","2019-05-17",3.20635,0.786,0.777,-4.529,0.0556,0.0323,0.259,126.008
"Genesis",61,"rock","hard rock","1991-11-11",4.02266666666667,0.916,0.523,-9.733,0.0521,0.432,0.0488,107.564
"Bobby Brown",0,"r&b","new jack swing","1988-06-20",4.2,0.628,0.828,-7.993,0.0518,0.00446,0.0908,97.926
"Nirvana",14,"pop","electropop","2002-01-01",5.01378333333333,0.48,0.875,-5.898,0.0429,1.62e-05,0.103,116.754
"Reykon",74,"latin","latin pop","2019-05-31",3.77898333333333,0.826,0.713,-4.017,0.129,0.0748,0.331,102.071
"Lynyrd Skynyrd",3,"rock","classic rock",NA,4.50555,0.583,0.796,-7.524,0.0905,0.333,0.141,133.512
"India.Arie",14,"r&b","neo soul","2001-03-27",4.166,0.652,0.604,-8.766,0.227,0.111,0.0409,170.003
"Rickyxsan",48,"rap","trap","2018-08-24",3.30666666666667,0.633,0.869,-5.847,0.345,0.00495,0.29,74.943
"laye",32,"edm","big room","2018-07-27",3.61701666666667,0.597,0.674,-5.456,0.0712,0.0855,0.167,94.035
"Jamila Woods",49,"r&b","neo soul","2017-08-15",3.20668333333333,0.534,0.404,-8.141,0.0758,0.793,0.18,171.761
"Katy Perry",55,"pop","post-teen pop",NA,3.67045,0.706,0.841,-3.956,0.0418,7.95e-05,0.0688,132.032
"Darius & Finlay",33,"edm","pop edm","2010-03-01",3.24421666666667,0.651,0.871,-5.204,0.0397,0.000424,0.344,129.974
"Roan Shenoyy",42,"edm","progressive electro house","2019-12-13",3.1077,0.492,0.728,-7.399,0.046,0.194,0.181,130.017
"N'to",1,"edm","progressive electro house","2018-11-09",7.25295,0.689,0.746,-9.377,0.0474,0.14,0.108,125.006
"Arcangel",65,"latin","latin hip hop","2019-12-20",3.08518333333333,0.88,0.468,-4.855,0.121,0.52,0.108,96.004
"Brothers Page",34,"rock","classic rock","2019-08-23",2.96936666666667,0.637,0.684,-8.201,0.087,0.142,0.231,98.013
"Grimes",40,"edm","progressive electro house","2019-01-18",6.1808,0.335,0.722,-6.316,0.0306,0.00764,0.114,122.985
"Charles DaBeast",14,"r&b","hip pop","2019-12-31",3.90008333333333,0.785,0.368,-8.926,0.0975,0.097,0.155,115.042
"Donny Hathaway",50,"r&b","neo soul","2005-01-01",3.136,0.534,0.411,-8.119,0.0451,0.722,0.64,127.372
"Tujamo",2,"pop","post-teen pop","2017-02-13",3.136,0.718,0.89,-3.931,0.144,0.139,0.341,124.943
"Bym",0,"rap","gangster rap","2017-05-31",3.49561666666667,0.636,0.629,-6.075,0.179,0.191,0.0779,95.085
"MamboLosco",73,"rap","trap","2019-09-11",2.54066666666667,0.906,0.525,-7.482,0.305,0.0504,0.0859,96.005
"Axel White",14,"latin","tropical","2020-01-10",3.40418333333333,0.461,0.735,-5.722,0.138,0.0559,0.689,126.765
"Hayden James",63,"latin","tropical","2015-08-21",5.73,0.705,0.674,-8.432,0.04,0.0184,0.138,105
"Kygo",79,"latin","tropical","2019-04-19",3.5886,0.591,0.705,-6.519,0.079,0.381,0.131,121.799
"Bayonne",0,"pop","indie poptimism","2017-10-26",4.40101666666667,0.706,0.687,-8.84,0.0327,0.826,0.177,137.003
"Jetty Rachers",24,"edm","big room","2019-11-01",3.92315,0.621,0.963,-2.694,0.0438,0.00419,0.775,128.013
"Trillville",16,"rap","southern hip hop",NA,4.60533333333333,0.777,0.81,-4.968,0.0462,0.0192,0.0861,78.021
"tha Supreme",79,"latin","latin pop","2019-11-15",2.68776666666667,0.655,0.814,-5.472,0.0823,0.0698,0.107,180.082
"Geto Boys",47,"rap","southern hip hop","1996-04-02",3.99955,0.687,0.858,-6.471,0.237,0.0141,0.158,87.869
"Green Assassin Dollar",50,"rap","hip hop","2019-11-29",0.96385,0.753,0.443,-9.697,0.448,0.948,0.313,83.047
"50 Cent",1,"rap","gangster rap","2007-01-01",3.72511666666667,0.666,0.715,-5.276,0.261,0.111,0.23,88.046
"Zion",0,"latin","reggaeton","2007-01-01",5.028,0.768,0.793,-7.552,0.125,0.275,0.086,88.015
"Rich Homie Quan",31,"rap","southern hip hop","2018-03-16",2.70485,0.769,0.558,-5.654,0.365,0.023,0.305,143.926
"Ñejo & Dalmata",48,"latin","latin pop","2007-01-01",3.07733333333333,0.86,0.799,-6.411,0.239,0.257,0.0972,95.039
"LMNTRX",12,"edm","big room","2019-04-05",2.63491666666667,0.668,0.936,-5.217,0.0575,0.00175,0.367,125.987
"T.I.",74,"r&b","hip pop","2008-09-08",5.64755,0.375,0.862,-3.363,0.255,0.071,0.211,159.841
"Jonna Torres",37,"latin","reggaeton","2019-11-01",3.42856666666667,0.582,0.676,-7.707,0.251,0.365,0.103,181.435
"Don Toliver",92,"latin","latin hip hop","2019-05-29",2.5625,0.656,0.614,-4.973,0.102,0.558,0.215,128.038
"Wisin",76,"latin","reggaeton","2017-12-01",3.87978333333333,0.744,0.859,-3.166,0.0795,0.0256,0.0881,91.977
"2K",57,"rap","trap","2018-03-05",3.13586666666667,0.71,0.543,-9.724,0.172,0.01,0.152,92.113
"N + I",38,"edm","progressive electro house","2019-09-27",2.68851666666667,0.819,0.771,-4.527,0.0971,0.713,0.0966,121.972
"Deorro",18,"edm","progressive electro house","2019-05-24",3.0659,0.681,0.722,-7.738,0.0289,0.0153,0.212,121.925
"Pretenders",70,"rock","permanent wave",NA,3.67378333333333,0.22,0.708,-9.051,0.035,0.00292,0.102,66.214
"Frankie Bones",34,"edm","progressive electro house","2017-11-24",6.00743333333333,0.738,0.882,-5.716,0.0965,0.00041,0.103,128.001
"White 2115",58,"rap","hip hop","2019-10-15",2.61445,0.653,0.595,-8.309,0.31,0.228,0.432,174.886
"W&W",36,"edm","big room","2015-06-15",5.3125,0.616,0.983,-3.947,0.0882,0.00689,0.087,128.033
"The 1975",73,"pop","electropop","2016-02-26",5.7921,0.618,0.793,-5.711,0.0601,0.204,0.126,101.015
"Dan + Shay",54,"pop","dance pop","2019-03-21",2.83505,0.448,0.836,-6.495,0.0809,0.229,0.427,122.899
"Pete Kingsman",32,"edm","big room","2018-07-20",3.66096666666667,0.564,0.746,-6.353,0.0455,0.0196,0.118,144.963
"BLACKPINK",72,"edm","pop edm","2019-04-05",3.15086666666667,0.738,0.861,-4.141,0.237,0.32,0.325,131.974
"The Human League",56,"rock","permanent wave",NA,3.81445,0.636,0.559,-10.313,0.0249,0.0562,0.0562,101.4
"The Animals",60,"rock","classic rock",NA,4.49533333333333,0.315,0.534,-7.552,0.031,0.000825,0.101,116.89
"Run The Jewels",62,"pop","dance pop","2014-10-24",3.90266666666667,0.678,0.662,-6.473,0.3,0.0123,0.133,80.318
"Robert Plant",45,"rock","classic rock","2017-10-13",4.24045,0.349,0.714,-7.243,0.035,0.348,0.124,94.435
"Any Given Sin",50,"rock","hard rock","2019-10-09",3.65333333333333,0.51,0.943,-3.098,0.0553,0.000982,0.49,93.498
"Latwer",17,"edm","big room","2018-11-30",2.72941666666667,0.399,0.916,-4.674,0.25,0.0129,0.1,170.276
"The Cab",64,"pop","post-teen pop",NA,3.68978333333333,0.546,0.837,-5.13,0.0519,0.00549,0.387,124.007
"Fryars",0,"pop","indie poptimism","2014-07-21",3.64208333333333,0.649,0.835,-6.545,0.066,0.0116,0.0865,121.019
"Daniel Powter",55,"latin","latin pop","2005-08-16",3.60978333333333,0.553,0.401,-5.914,0.0321,0.857,0.114,135.765
"HAIM",60,"pop","dance pop","2013-09-30",4.08821666666667,0.547,0.635,-5.569,0.137,0.0127,0.0585,113.678
"6o",53,"rap","trap","2019-12-27",2.47638333333333,0.677,0.481,-7.711,0.0504,0.146,0.111,84.01
"Cash Cash",65,"edm","progressive electro house","2018-04-12",3.59635,0.656,0.729,-4.223,0.0765,0.0789,0.133,95.974
"Fiya",34,"r&b","urban contemporary","2014-02-25",5.75378333333333,0.295,0.76,-3.55,0.0551,0.218,0.24,143.32
"Felp 22",63,"rap","trap","2019-06-21",5.03751666666667,0.774,0.583,-7.717,0.0847,0.284,0.153,89.999
"オメガトライブ",35,"r&b","neo soul","1985-12-11",4.52666666666667,0.759,0.712,-6.746,0.0366,0.416,0.0775,132.988
"Gryffin",74,"rap","trap","2017-03-03",4.13593333333333,0.625,0.707,-4.761,0.0337,0.22,0.213,138.064
"The Inoculated Canaries",22,"rock","classic rock","2019-04-26",4.54133333333333,0.42,0.764,-4.194,0.0621,0.126,0.272,89.566
"Josef Og Elias",63,"rap","hip hop","2019-11-22",2.68541666666667,0.782,0.459,-7.526,0.207,0.0675,0.122,84.983
"The Black Eyed Peas",69,"latin","latin hip hop","2009-01-01",4.81888333333333,0.743,0.766,-6.375,0.0265,0.0873,0.509,127.96
"Khalid",81,"r&b","hip pop","2018-10-18",3.822,0.596,0.552,-10.278,0.097,0.0765,0.104,97.949
"Nancy Fletcher",29,"rap","southern hip hop",NA,4.80288333333333,0.699,0.833,-6.599,0.206,0.00525,0.0609,78.963
"Jayceeoh",0,"edm","pop edm","2018-03-16",2.68656666666667,0.491,0.873,-4.504,0.234,0.0694,0.346,132.946
"Lost Frequencies",28,"latin","tropical","2017-05-05",3.58928333333333,0.733,0.864,-2.003,0.0385,0.382,0.266,125.895
"J. Cole",61,"r&b","neo soul","2014-12-09",4.29866666666667,0.561,0.541,-9.818,0.0711,0.054,0.0627,84.241
"Checco Zalone",56,"r&b","hip pop","2019-12-06",3.0049,0.641,0.751,-4.516,0.0373,0.169,0.114,119.688
"Ecko",0,"rap","trap","2018-05-17",3.28125,0.772,0.873,-1.477,0.054,0.185,0.0715,127.967
"Becky G",78,"latin","reggaeton","2018-04-20",3.14266666666667,0.791,0.745,-3.695,0.0464,0.354,0.104,94.014
"Bad Suns",45,"rock","permanent wave","2016-09-16",3.75578333333333,0.604,0.907,-5.526,0.0699,0.0103,0.102,145.998
"Lord Huron",11,"r&b","hip pop","2017-03-30",3.44888333333333,0.441,0.369,-9.644,0.046,0.968,0.641,174.152
"Def Jef",10,"r&b","new jack swing","2012-01-01",4.15511666666667,0.941,0.904,-8.464,0.177,0.216,0.236,102.885
"Coldplay",81,"pop","electropop","2000-07-10",4.44621666666667,0.429,0.661,-7.227,0.0281,0.00239,0.234,173.365
"Sultan + Shepard",30,"edm","progressive electro house","2015-09-07",3.125,0.588,0.889,-4.206,0.0272,0.0693,0.0642,127.988
"Branches",37,"r&b","hip pop","2014-04-08",3.70833333333333,0.585,0.428,-8.077,0.0276,0.00561,0.0703,127.069
"Cold War Kids",61,"pop","indie poptimism","2017-04-07",3.57266666666667,0.567,0.863,-5.158,0.037,0.00462,0.207,106.03
"Justice",44,"pop","indie poptimism","2016-11-18",4.95526666666667,0.525,0.634,-5.866,0.037,0.075,0.113,170.065
"Jethro Tull",65,"rock","album rock","1971-03-19",6.60311666666667,0.477,0.479,-11.887,0.0483,0.0649,0.0906,122.531
"Of Monsters and Men",4,"pop","indie poptimism","2015-06-05",4.36466666666667,0.46,0.774,-5.996,0.0281,0.00311,0.13,111.042
"Hawk House",0,"r&b","hip pop","2014-01-01",4.83055,0.599,0.843,-6.652,0.443,0.793,0.126,83.92
"Smallpools",57,"rock","permanent wave","2015-03-24",3.60421666666667,0.612,0.89,-2.827,0.047,0.000478,0.0672,118.989
"Puddle Of Mudd",62,"rock","permanent wave","2007-01-01",3.51088333333333,0.573,0.897,-3.549,0.0553,0.00473,0.278,126.034
"Ari Lennox",65,"r&b","neo soul","2019-05-07",4.80886666666667,0.741,0.397,-9.34,0.035,0.568,0.153,85.049
"The Swinghoppers",44,"edm","electro house","2020-01-03",3.08333333333333,0.75,0.95,-5.059,0.167,0.137,0.426,119.962
"Matt Simons",69,"latin","tropical","2015-09-30",3.25288333333333,0.835,0.536,-8.645,0.0478,0.555,0.111,104.989
"Ed Sheeran",86,"r&b","hip pop","2017-03-03",3.89521666666667,0.825,0.652,-3.183,0.0802,0.581,0.0931,95.977
"Héctor Lavoe",6,"latin","latin hip hop",NA,5.456,0.65,0.847,-5.481,0.0478,0.669,0.0533,99.454
"Big K.R.I.T.",58,"rap","southern hip hop","2019-07-12",2.8324,0.607,0.618,-5.697,0.316,0.0564,0.0877,186.991
"Three 6 Mafia",28,"rap","southern hip hop","2000-06-13",4.29711666666667,0.944,0.937,-5.089,0.0704,0.0087,0.457,136.05
"People Under The Stairs",22,"r&b","hip pop","2012-03-06",3.30976666666667,0.773,0.953,-5.008,0.149,0.106,0.869,95.998
"The Game",2,"rap","gangster rap",NA,4.23555,0.503,0.735,-4.182,0.333,0.0197,0.102,175.972
"Young Thug",50,"rap","southern hip hop","2016-03-25",4.634,0.896,0.423,-7.987,0.44,0.02,0.182,132.928
"Mary Mary",38,"r&b","urban contemporary","2005-11-29",5.334,0.46,0.538,-7.1,0.0318,0.198,0.087,139.063
"The Heavy",1,"rock","classic rock","2016-02-23",3.45558333333333,0.533,0.907,-2.5,0.123,0.023,0.617,142.098
"Catey Shaw",48,"pop","indie poptimism","2014-11-27",3.56108333333333,0.692,0.703,-5.195,0.0308,0.108,0.109,124.989
"CNCO",55,"latin","latin pop","2019-12-04",4.31563333333333,0.458,0.34,-9.16,0.0274,0.708,0.107,88.931
"Lunay",85,"latin","reggaeton","2019-05-10",4.43478333333333,0.795,0.783,-4.271,0.0432,0.361,0.437,92.016
"This Mortal Coil",51,"pop","electropop",NA,3.51821666666667,0.216,0.24,-12.598,0.0406,0.843,0.135,128.679
"Josh Arce",38,"pop","post-teen pop","2019-10-18",3.3584,0.673,0.722,-5.324,0.122,0.152,0.0902,123.952
"Made in M",51,"rap","hip hop","2016-11-04",1.90833333333333,0.648,0.217,-14.142,0.252,0.853,0.107,85.999
"Garmiani",52,"edm","progressive electro house","2016-02-19",2.64258333333333,0.675,0.992,-0.533,0.0605,0.0022,0.387,128.034
"Margarita la diosa de la cumbia",59,"latin","latin hip hop","2010-10-26",4.80933333333333,0.917,0.571,-6.456,0.0308,0.0391,0.138,99.879
"Takuya Kuroda",0,"r&b","neo soul","2016-10-07",3.41866666666667,0.744,0.439,-9.961,0.348,0.489,0.0814,93.066
"Johnny Gill",25,"r&b","new jack swing","2003-01-01",4.59333333333333,0.72,0.868,-6.497,0.0528,0.0107,0.0508,105.101
"Reyer",25,"edm","progressive electro house","2015-12-01",4.50105,0.679,0.833,-6.451,0.101,0.184,0.082,127.97
"Maze",0,"r&b","neo soul","2009-08-25",5.3403,0.596,0.661,-6.381,0.087,0.241,0.0652,95.055
"Travis Scott",66,"rap","hip hop","2016-02-06",2.944,0.626,0.526,-4.112,0.0452,0.0485,0.107,127.977
"Unknown Mortal Orchestra",69,"rock","permanent wave","2018-04-06",4.47221666666667,0.956,0.373,-7.963,0.0773,0.569,0.314,119.994
"Box Car Racer",1,"pop","post-teen pop","2002-01-01",3.27666666666667,0.623,0.853,-5.356,0.0472,0.141,0.143,106.099
"Def Leppard",2,"rock","hard rock",NA,4.44645,0.503,0.923,-4.897,0.0699,0.00161,0.314,170.127
"Jodeci",0,"r&b","new jack swing","1993-12-21",5.02666666666667,0.652,0.495,-12.305,0.0332,0.298,0.288,115.778
"Flughand",57,"rap","hip hop","2019-11-20",2.278,0.798,0.503,-7.103,0.0541,0.587,0.114,82.099
"Color Me Badd",32,"r&b","new jack swing","2005-03-15",3.52488333333333,0.807,0.75,-8.29,0.0315,0.0347,0.149,106.389
"Becky G",76,"latin","reggaeton","2018-08-02",4.23971666666667,0.772,0.732,-3.713,0.213,0.307,0.106,100.048
"Onur Ormen",38,"rap","trap","2019-09-23",2.40006666666667,0.591,0.887,-7.034,0.182,0.0244,0.586,140.043
"Coopex",57,"r&b","hip pop","2019-12-23",3.24511666666667,0.566,0.767,-6.15,0.0817,0.106,0.0862,98.111
"Pickin' On Series",37,"r&b","hip pop","2007-01-09",4.23111666666667,0.729,0.566,-8.311,0.0293,0.623,0.152,119.909
"Rick Ross",33,"rap","southern hip hop","2006-01-01",4.25666666666667,0.502,0.685,-6.835,0.346,0.0798,0.0728,103.239
"Jessie J",37,"edm","big room","2014-10-14",3.67755,0.661,0.733,-2.701,0.0433,0.0153,0.0982,143.92
"Martin Garrix",51,"edm","electro house","2017-03-17",3.34375,0.604,0.796,-2.416,0.0597,0.0126,0.106,127.991
"Sum 41",74,"rock","permanent wave","2001-01-01",3.45155,0.568,0.844,-5.875,0.0505,0.000189,0.0607,116.046
"Pusha T",1,"r&b","urban contemporary","2013-03-22",3.57778333333333,0.803,0.522,-5.971,0.111,0.0232,0.108,127.943
"Jayh",40,"latin","latin hip hop","2014-12-12",2.47578333333333,0.888,0.616,-7.662,0.155,0.0779,0.0627,97.918
"Silience",46,"latin","tropical","2016-12-15",2.95283333333333,0.579,0.776,-6.594,0.0478,0.0023,0.255,123.95
"Eloy",36,"latin","latin hip hop","2011-10-08",3.99588333333333,0.771,0.765,-3.703,0.0716,0.203,0.0518,163.975
"Mother Nature Sound FX",65,"latin","tropical","2017-01-09",3.70781666666667,0.135,0.723,-22.636,0.107,8.23e-05,0.957,141.159
"Mishaal",48,"rap","gangster rap","2019-12-13",1.75833333333333,0.74,0.388,-10.977,0.057,0.432,0.0885,75.992
"DJ Valdi",59,"latin","reggaeton","2019-12-06",3.34411666666667,0.882,0.633,-7.121,0.0852,0.11,0.0546,98.024
"Sofia Carson",52,"edm","big room","2019-12-13",2.51563333333333,0.875,0.558,-6.164,0.0641,0.0532,0.116,96.072
"DJ Snake",81,"pop","dance pop","2016-08-05",3.43245,0.649,0.716,-5.371,0.0349,0.0863,0.135,99.988
"Vince Staples",70,"r&b","hip pop","2015-06-30",3.05266666666667,0.925,0.548,-6.572,0.0658,0.394,0.11,100.015
"Smile",62,"rock","permanent wave","2018-10-19",3.28068333333333,0.373,0.453,-9.224,0.0419,0.261,0.16,95.384
"Orchestral Manoeuvres In The Dark",8,"pop","electropop","1998-01-01",3.53821666666667,0.562,0.739,-9.433,0.0291,0.000944,0.318,81.329
"Pat Benatar",68,"rock","album rock","1980-08-05",2.85445,0.741,0.58,-9.05,0.0304,0.117,0.212,127.402
"Spandau Ballet",66,"rock","permanent wave","2000-05-15",3.858,0.711,0.74,-7.776,0.036,0.261,0.104,143.047
"Ja Rule",6,"r&b","new jack swing","2001-10-29",4.08488333333333,0.838,0.705,-6.131,0.29,0.195,0.336,96.643
"Juicy J",66,"rap","southern hip hop","2014-07-22",3.44278333333333,0.596,0.815,-5.668,0.0755,0.0111,0.174,165.015
"Poison",57,"rock","hard rock","1988-03-21",3.97,0.509,0.935,-3.633,0.0493,0.00864,0.255,148.062
"Ratt",53,"rock","classic rock","2005-11-22",4.44378333333333,0.616,0.965,-4.464,0.0613,0.0135,0.119,126.535
"Diaz & Bruno",37,"latin","latin hip hop","2016-07-08",3.08,0.813,0.828,-3.735,0.166,0.0506,0.128,99.946
"Jonas Blue",68,"edm","progressive electro house","2015-12-04",3.5404,0.644,0.57,-6.994,0.052,0.484,0.299,113.945
"Journey",67,"pop","post-teen pop","1983-02-01",5.39511666666667,0.451,0.962,-3.947,0.0734,0.0188,0.277,131.435
NA,0,"rap","southern hip hop","2012-01-05",4.71178333333333,0.714,0.821,-7.635,0.176,0.041,0.116,95.999
"Theory of a Deadman",60,"rock","hard rock","2019-09-25",3.90945,0.587,0.821,-5.041,0.0413,0.0536,0.0932,81.985
"Dua Lipa",53,"rap","trap","2017-08-25",4.39006666666667,0.578,0.59,-6.162,0.0431,0.00721,0.077,128.092
"Future",64,"rap","trap","2017-06-16",2.98666666666667,0.731,0.725,-5.21,0.249,0.00432,0.0556,149.963
"Black Swan",28,"rock","hard rock","2020-01-13",4.61921666666667,0.482,0.902,-6.752,0.0347,7.73e-05,0.385,140.02
"Perotá Chingó",49,"latin","tropical","2019-09-27",3.44586666666667,0.71,0.536,-10.84,0.0427,0.162,0.135,146.947
"Teo Moss",25,"edm","electro house","2014-06-23",6.0625,0.587,0.787,-3.472,0.0941,0.00046,0.0835,128.013
"The Chainsmokers",40,"edm","pop edm","2017-08-04",4.33266666666667,0.352,0.749,-5.829,0.0526,0.138,0.632,105.004
"IRIS",36,"pop","post-teen pop","2019-06-21",3.42626666666667,0.64,0.609,-7.955,0.0675,0.633,0.112,86.087
"Kafka Tamura",1,"pop","indie poptimism","2015-07-24",3.06333333333333,0.846,0.254,-21.492,0.0575,0.122,0.111,119.971
"Jax Jones",65,"pop","dance pop","2017-12-01",3.4605,0.722,0.744,-5.52,0.0363,0.0234,0.143,125.985
"RMA",42,"edm","big room","2019-10-23",3.07581666666667,0.775,0.84,-7.681,0.0402,0.0695,0.144,122.023
"Zanto",47,"rap","trap","2019-06-14",3.08616666666667,0.675,0.665,-7.674,0.0343,0.015,0.125,139.939
"Guns N' Roses",1,"rock","classic rock","1987-01-01",4.56,0.443,0.955,-8.066,0.0741,0.0222,0.297,123.423
"Farruko",76,"latin","reggaeton","2019-04-26",4.83178333333333,0.771,0.796,-4.106,0.0798,0.0385,0.218,87.985
"Lil Nas X",40,"latin","latin hip hop","2019-04-05",2.61778333333333,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041
"MOMOLAND",66,"pop","dance pop","2018-06-26",3.47458333333333,0.725,0.94,-2.32,0.0435,0.115,0.0864,127.051
"Tony! Toni! Toné!",27,"r&b","new jack swing","1988-01-01",4.89555,0.717,0.581,-13.927,0.0458,0.0526,0.0723,107.184
"GAMPER & DADONI",65,"latin","tropical","2019-11-29",3.11781666666667,0.621,0.748,-5.36,0.058,0.0151,0.0729,126.004
"Mitzi",0,"pop","electropop","2013-02-15",5.12953333333333,0.786,0.714,-9.223,0.0438,0.0342,0.121,118.982
"R.K.M & Ken-Y",63,"latin","reggaeton","2016-11-04",3.876,0.788,0.735,-7.171,0.0433,0.0225,0.0427,94.004
"Rob Stepwart",15,"edm","electro house","2018-11-27",2.61128333333333,0.645,0.686,-7.656,0.107,0.0024,0.536,129.906
"423kidk",14,"r&b","hip pop","2020-01-03",3.20555,0.607,0.647,-7.275,0.0381,0.262,0.112,89.993
"Ysy A",59,"rap","trap","2019-04-19",5.02745,0.437,0.81,-7.004,0.0518,0.186,0.371,137.542
"Rahsaan Patterson",32,"r&b","neo soul","2004-10-26",3.43266666666667,0.619,0.524,-5.286,0.0473,0.809,0.113,96.056
"Intro",45,"r&b","new jack swing","1993-03-16",6.37733333333333,0.692,0.465,-14.921,0.0298,0.199,0.0997,122.089
"Kydus",49,"pop","dance pop","2018-11-09",4.13306666666667,0.686,0.778,-10.392,0.0468,0.054,0.0671,124.005
"Lil Wayne",69,"rap","southern hip hop","2008-01-01",4.78178333333333,0.92,0.553,-5.068,0.189,0.237,0.0767,112.021
"Loud Luxury",79,"latin","tropical","2017-10-27",2.72026666666667,0.752,0.764,-4.399,0.038,0.0476,0.0543,121.958
"Sia",79,"pop","post-teen pop","2014-07-04",3.602,0.399,0.787,-2.88,0.0499,0.0197,0.0685,117.089
"Logic",59,"rap","hip hop","2016-07-01",2.96133333333333,0.862,0.662,-7.19,0.209,0.0548,0.0993,131.964
"Ozuna",66,"latin","reggaeton","2018-08-24",2.83555,0.8,0.841,-2.817,0.0524,0.0273,0.291,94.023
"Zotiyac",36,"rap","gangster rap","2018-11-16",2.40633333333333,0.756,0.453,-9.965,0.318,0.0039,0.632,140.132
"Nicola Fasano",54,"edm","electro house","2016-06-10",2.64168333333333,0.72,0.929,-3.879,0.0447,0.042,0.0935,127.985
"Rain Sounds FX",62,"latin","tropical","2019-10-03",2.54806666666667,0.166,0.716,-20.684,0.0583,0.146,0.416,61.616
"Bulletboys",30,"rock","classic rock","2010-10-01",3.89245,0.452,0.604,-8.239,0.0315,0.0146,0.18,106.045
"Curbi",47,"edm","electro house","2019-05-24",2.55468333333333,0.815,0.955,-2.092,0.091,0.0592,0.17,128.027
"Lil Jon",60,"pop","post-teen pop","2010-01-01",3.63333333333333,0.822,0.865,-2.441,0.0469,0.00889,0.122,128.017
"Apache 207",81,"rap","hip hop","2019-08-23",2.64755,0.928,0.758,-6.471,0.144,0.03,0.29,128.005
"Afrojack",4,"pop","electropop","2014-01-01",3.81915,0.523,0.861,-3.447,0.0644,0.0336,0.144,127.049
"Royal Deluxe",42,"rap","southern hip hop","2016-02-23",3.34978333333333,0.513,0.727,-5.496,0.0372,0.0529,0.158,76.989
"Jasmine Sandlas",71,"latin","latin pop","2020-01-04",3.14343333333333,0.805,0.919,-1.294,0.0938,0.101,0.0598,94.993
"City Girl",61,"latin","tropical","2018-07-02",2.81356666666667,0.931,0.517,-8.476,0.105,0.0923,0.114,118.021
"Cade Thompson",33,"pop","dance pop","2018-08-24",2.37871666666667,0.48,0.962,-3.86,0.183,0.00593,0.423,100.037
"オメガトライブ",28,"r&b","neo soul","2011-05-18",4.50711666666667,0.587,0.971,-3.576,0.0758,0.0352,0.472,146.523
"The Underdog Project",52,"edm","progressive electro house","2004-09-13",4.30045,0.798,0.885,-6.967,0.108,0.0713,0.0728,137.982
"Lizzo",89,"r&b","neo soul","2019-10-25",2.65018333333333,0.668,0.892,-3.001,0.0645,0.298,0.735,95.927
"Ballin Entertainment",0,"latin","latin hip hop","2008-04-20",1.984,0.709,0.575,-12.834,0.122,0.00496,0.127,128.99
"Campsite Dream",55,"latin","tropical","2017-05-05",2.81135,0.698,0.757,-5.82,0.0447,0.0831,0.195,95.031
"Max M",47,"edm","pop edm","2019-12-03",3.27451666666667,0.738,0.54,-9.142,0.0515,0.0976,0.083,102.01
"Whitesnake",60,"rock","classic rock","1982-11-20",5.14666666666667,0.213,0.634,-12.967,0.0596,0.369,0.359,174.443
"Everything Is Recorded",32,"r&b","neo soul","2017-10-20",3.18306666666667,0.768,0.372,-8.549,0.125,0.103,0.139,148.529
"Jonas Blue",42,"edm","big room","2019-09-27",4.30698333333333,0.759,0.95,-2.759,0.08,0.0176,0.094,124.065
"Bruce Springsteen",67,"rock","classic rock","1984-06-04",4.24555,0.574,0.96,-4.906,0.032,0.0457,0.121,117.486
"Quinn O’Donnell",25,"r&b","hip pop","2020-01-10",4.08323333333333,0.589,0.137,-19.26,0.0307,0.595,0.105,134.681
"Saravah Soul",5,"rock","permanent wave","2010-07-05",3.59,0.523,0.754,-6.408,0.206,0.18,0.342,169.29
"Jay Swi$h",42,"rap","hip hop","2019-11-28",3.22298333333333,0.921,0.461,-9.478,0.425,0.0261,0.109,130.042
"Reik",70,"latin","latin pop","2007-06-29",3.63311666666667,0.682,0.658,-5.251,0.0432,0.0823,0.0851,77.978
"Macarena",12,"r&b","neo soul","2017-09-14",3.76666666666667,0.695,0.335,-10.896,0.383,0.702,0.0938,174.208
"Alex McArtor",36,"rock","hard rock","2019-10-18",3.56878333333333,0.494,0.576,-7.77,0.0313,0.115,0.0687,94.04
"Logic",19,"rap","hip hop","2019-05-10",4.08978333333333,0.694,0.759,-5.667,0.398,0.137,0.167,140.055
"R.K.M & Ken-Y",24,"latin","reggaeton","2006-01-01",3.61733333333333,0.867,0.727,-4.906,0.0779,0.219,0.201,94.99
"Tiësto",79,"pop","indie poptimism","2018-05-18",3.596,0.747,0.834,-2.867,0.045,0.374,0.0586,128.005
"Beyoncé",75,"pop","dance pop","2011-06-24",3.93488333333333,0.733,0.899,-4.237,0.143,0.00496,0.372,127.086
